"","overall.d","ci_lower","ci_upper","short_name","overall.d.age","fsn_string","egg.random.z","egg.random.p","stouffer.pp.measure","stouffer.Z.pp","stouffer.p.Z.pp"
"1",0.942342450412955,0.237050926370702,1.64763397445521,"catBias",1.53094396341652,8390,5.48339970831044,4.172288549346e-08,"ppr.full",-18.4822510864286,1.43477597095141e-76
"2",1.27163322605183,0.928317537681766,1.61494891442189,"gaze_following",-1.15298085872439,4277,3.29593880535299,0.000980933797474684,"ppr.full",-18.6612429472652,5.11616180556797e-78
"3",0.721100645552326,0.536226247657231,0.905975043447422,"idspref",0.343645640720697,3762,2.14097619211494,0.0322759580321836,"ppr.full",-10.6990235562462,5.14281725509985e-27
"4",0.592349301996462,0.488046035728792,0.696652568264132,"inphondb-native",0.764564694580739,9620,9.17218892100586,4.63509800204844e-20,"ppr.full",-9.69335299908222,1.60893676645911e-22
"5",0.659452761969099,0.415793984496766,0.903111539441432,"inphondb-nonnative",0.911648440897149,3391,3.85922927108089,0.000113745188150197,"ppr.full",-8.88531279974922,3.18705860558998e-19
"6",0.2027119479114,0.156965626448049,0.248458269374751,"inworddb",0.199897067374938,6088,2.5754950202763,0.0100096714635014,"ppr.full",-9.30840325998999,6.48842302413573e-21
"7",0.398085687826752,0.290173734955161,0.505997640698342,"labadv",0.0528495736281519,3928,0.57120482878395,0.567860805356178,"ppr.full",-7.29740128903196,1.46689407319063e-13
"8",1.00858714300335,0.684503374745843,1.33267091126085,"mutex",-0.967793960207081,6443,8.26311779783524,1.4191606598009e-16,"ppr.full",-12.8740833764224,3.14911762698916e-38
"9",0.0377992190373956,-0.0889624754879497,0.164560913562741,"phonotactics",0.22033947414456,45,-1.42956060419677,0.152843169292135,"ppr.full",-1.51801073075727,0.0645058467638832
"10",0.979536739538348,0.619064862130878,1.34000861694582,"pointing_concurrent",0.249001773854867,1617,1.25041717831421,0.211147192590949,"ppr.full",-6.32780739902985,1.24334623577611e-10
"11",0.53516234839714,0.305537979225891,0.76478671756839,"pointing_longitudinal",0.27535063463037,1414,2.79969566840486,0.00511508055808872,"ppr.full",-5.90028942468718,1.81432234977718e-09
"12",-0.216608734017906,-0.43315217285188,-6.5295183933084e-05,"sounds",-0.198767951133173,Inf,-2.668167202188,0.00762662931788937,"ppr.full",-1.02574997409791,0.152504725919043
"13",0.115059072570507,-0.0155738598053361,0.24569200494635,"symbolism",-0.0690056287108323,526,1.42122154397262,0.155252363424869,"ppr.full",-5.55741369457658,1.36900644796354e-08
"14",1.33943128698405,0.859017061266737,1.81984551270136,"word_recognition",-1.11244395773165,2043,2.73757031037296,0.00618948877364021,"ppr.full",-14.8005180297975,7.2679397835504e-50
